໑,lao_digit
໒,lao_digit
໓,lao_digit
໔,lao_digit
໕,lao_digit
໖,lao_digit
໗,lao_digit
໘,lao_digit
໙,lao_digit
༠,tibetan_digit
༡,tibetan_digit
༢,tibetan_digit
༣,tibetan_digit
༤,tibetan_digit
༥,tibetan_digit
༦,tibetan_digit
༧,tibetan_digit
༨,tibetan_digit
༩,tibetan_digit
၀,myanmar_digit
၁,myanmar_digit
၂,myanmar_digit
၃,myanmar_digit
၄,myanmar_digit
၅,myanmar_digit
၆,myanmar_digit
၇,myanmar_digit
၈,myanmar_digit
၉,myanmar_digit
႐,myanmar_shan_digit
႑,myanmar_shan_digit
႒,myanmar_shan_digit
႓,myanmar_shan_digit
႔,myanmar_shan_digit
႕,myanmar_shan_digit
႖,myanmar_shan_digit
႗,myanmar_shan_digit
႘,myanmar_shan_digit
႙,myanmar_shan_digit
០,khmer_digit
១,khmer_digit
២,khmer_digit
៣,khmer_digit
៤,khmer_digit
៥,khmer_digit
៦,khmer_digit
៧,khmer_digit
៨,khmer_digit
៩,khmer_digit
᠐,mongolian_digit
᠑,mongolian_digit
᠒,mongolian_digit
᠓,mongolian_digit
᠔,mongolian_digit
᠕,mongolian_digit
᠖,mongolian_digit
᠗,mongolian_digit
᠘,mongolian_digit
᠙,mongolian_digit
᥆,limbu_digit
᥇,limbu_digit
᥈,limbu_digit
᥉,limbu_digit
᥊,limbu_digit
᥋,limbu_digit
᥌,limbu_digit
᥍,limbu_digit
᥎,limbu_digit
᥏,limbu_digit
᧐,new_tai_lue_digit
᧑,new_tai_lue_digit
᧒,new_tai_lue_digit
᧓,new_tai_lue_digit
᧔,new_tai_lue_digit
᧕,new_tai_lue_digit
᧖,new_tai_lue_digit
᧗,new_tai_lue_digit
᧘,new_tai_lue_digit
᧙,new_tai_lue_digit
᪀,tai_tham_hora_digit
᪁,tai_tham_hora_digit
᪂,tai_tham_hora_digit
᪃,tai_tham_hora_digit
᪄,tai_tham_hora_digit
᪅,tai_tham_hora_digit
᪆,tai_tham_hora_digit
᪇,tai_tham_hora_digit
᪈,tai_tham_hora_digit
᪉,tai_tham_hora_digit
᪐,tai_tham_tham_digit
᪑,tai_tham_tham_digit
᪒,tai_tham_tham_digit
᪓,tai_tham_tham_digit
᪔,tai_tham_tham_digit
᪕,tai_tham_tham_digit
᪖,tai_tham_tham_digit
᪗,tai_tham_tham_digit
᪘,tai_tham_tham_digit
᪙,tai_tham_tham_digit
᭐,balinese_digit
᭑,balinese_digit
᭒,balinese_digit
᭓,balinese_digit
᭔,balinese_digit
᭕,balinese_digit
᭖,balinese_digit
᭗,balinese_digit
᭘,balinese_digit
᭙,balinese_digit
᮰,sundanese_digit
᮱,sundanese_digit
᮲,sundanese_digit
᮳,sundanese_digit
᮴,sundanese_digit
᮵,sundanese_digit
᮶,sundanese_digit
᮷,sundanese_digit
᮸,sundanese_digit
᮹,sundanese_digit
᱀,lepcha_digit
᱁,lepcha_digit
᱂,lepcha_digit
᱃,lepcha_digit
᱄,lepcha_digit
᱅,lepcha_digit
᱆,lepcha_digit
᱇,lepcha_digit
᱈,lepcha_digit
᱉,lepcha_digit
᱐,ol_chiki_digit
᱑,ol_chiki_digit
᱒,ol_chiki_digit
᱓,ol_chiki_digit
᱔,ol_chiki_digit
᱕,ol_chiki_digit
᱖,ol_chiki_digit
᱗,ol_chiki_digit
᱘,ol_chiki_digit
᱙,ol_chiki_digit
꘠,vai_digit
꘡,vai_digit
꘢,vai_digit
꘣,vai_digit
꘤,vai_digit
꘥,vai_digit
꘦,vai_digit
꘧,vai_digit
꘨,vai_digit
꘩,vai_digit
꣐,saurashtra_digit
꣑,saurashtra_digit
꣒,saurashtra_digit
꣓,saurashtra_digit
꣔,saurashtra_digit
꣕,saurashtra_digit
꣖,saurashtra_digit
꣗,saurashtra_digit
꣘,saurashtra_digit
꣙,saurashtra_digit
꤀,kayah_li_digit
꤁,kayah_li_digit
꤂,kayah_li_digit
꤃,kayah_li_digit
꤄,kayah_li_digit
꤅,kayah_li_digit
꤆,kayah_li_digit
꤇,kayah_li_digit
꤈,kayah_li_digit
꤉,kayah_li_digit
꧐,javanese_digit
꧑,javanese_digit
꧒,javanese_digit
꧓,javanese_digit
꧔,javanese_digit
꧕,javanese_digit
꧖,javanese_digit
꧗,javanese_digit
꧘,javanese_digit
꧙,javanese_digit
꧰,myanmar_tai_laing_digit
꧱,myanmar_tai_laing_digit
꧲,myanmar_tai_laing_digit
꧳,myanmar_tai_laing_digit
꧴,myanmar_tai_laing_digit
꧵,myanmar_tai_laing_digit
꧶,myanmar_tai_laing_digit
꧷,myanmar_tai_laing_digit
꧸,myanmar_tai_laing_digit
꧹,myanmar_tai_laing_digit
꩐,cham_digit
꩑,cham_digit
꩒,cham_digit
꩓,cham_digit
꩔,cham_digit
꩕,cham_digit
꩖,cham_digit
꩗,cham_digit
꩘,cham_digit
꩙,cham_digit
꯰,meetei_mayek_digit
꯱,meetei_mayek_digit
꯲,meetei_mayek_digit
꯳,meetei_mayek_digit
꯴,meetei_mayek_digit
꯵,meetei_mayek_digit
꯶,meetei_mayek_digit
꯷,meetei_mayek_digit
꯸,meetei_mayek_digit
꯹,meetei_mayek_digit
０,fullwidth_digit
１,fullwidth_digit
２,fullwidth_digit
３,fullwidth_digit
４,fullwidth_digit
５,fullwidth_digit
６,fullwidth_digit
７,fullwidth_digit
８,fullwidth_digit
９,fullwidth_digit
𐒠,osmanya_digit
𐒡,osmanya_digit
𐒢,osmanya_digit
𐒣,osmanya_digit
𐒤,osmanya_digit
𐒥,osmanya_digit
𐒦,osmanya_digit
𐒧,osmanya_digit
𐒨,osmanya_digit
𐒩,osmanya_digit
𐴰,hanifi_rohingya_digit
𐴱,hanifi_rohingya_digit
𐴲,hanifi_rohingya_digit
𐴳,hanifi_rohingya_digit
𐴴,hanifi_rohingya_digit
𐴵,hanifi_rohingya_digit
𐴶,hanifi_rohingya_digit
𐴷,hanifi_rohingya_digit
𐴸,hanifi_rohingya_digit
𐴹,hanifi_rohingya_digit
𑁦,brahmi_digit
𑁧,brahmi_digit
𑁨,brahmi_digit
𑁩,brahmi_digit
𑁪,brahmi_digit
𑁫,brahmi_digit
𑁬,brahmi_digit
𑁭,brahmi_digit
𑁮,brahmi_digit
𑁯,brahmi_digit
𑃰,sora_sompeng_digit
𑃱,sora_sompeng_digit
𑃲,sora_sompeng_digit
𑃳,sora_sompeng_digit
𑃴,sora_sompeng_digit
𑃵,sora_sompeng_digit
𑃶,sora_sompeng_digit
𑃷,sora_sompeng_digit
𑃸,sora_sompeng_digit
𑃹,sora_sompeng_digit
𑄶,chakma_digit
𑄷,chakma_digit
𑄸,chakma_digit
𑄹,chakma_digit
𑄺,chakma_digit
𑄻,chakma_digit
𑄼,chakma_digit
𑄽,chakma_digit
𑄾,chakma_digit
𑄿,chakma_digit
𑇐,sharada_digit
𑇑,sharada_digit
𑇒,sharada_digit
𑇓,sharada_digit
𑇔,sharada_digit
𑇕,sharada_digit
𑇖,sharada_digit
𑇗,sharada_digit
𑇘,sharada_digit
𑇙,sharada_digit
𑋰,khudawadi_digit
𑋱,khudawadi_digit
𑋲,khudawadi_digit
𑋳,khudawadi_digit
𑋴,khudawadi_digit
𑋵,khudawadi_digit
𑋶,khudawadi_digit
𑋷,khudawadi_digit
𑋸,khudawadi_digit
𑋹,khudawadi_digit
𑑐,newa_digit
𑑑,newa_digit
𑑒,newa_digit
𑑓,newa_digit
𑑔,newa_digit
𑑕,newa_digit
𑑖,newa_digit
𑑗,newa_digit
𑑘,newa_digit
𑑙,newa_digit
𑓐,tirhuta_digit
𑓑,tirhuta_digit
𑓒,tirhuta_digit
𑓓,tirhuta_digit
𑓔,tirhuta_digit
𑓕,tirhuta_digit
𑓖,tirhuta_digit
𑓗,tirhuta_digit
𑓘,tirhuta_digit
𑓙,tirhuta_digit
𑙐,modi_digit
𑙑,modi_digit
𑙒,modi_digit
𑙓,modi_digit
𑙔,modi_digit
𑙕,modi_digit
𑙖,modi_digit
𑙗,modi_digit
𑙘,modi_digit
𑙙,modi_digit
𑛀,takri_digit
𑛁,takri_digit
𑛂,takri_digit
𑛃,takri_digit
𑛄,takri_digit
𑛅,takri_digit
𑛆,takri_digit
𑛇,takri_digit
𑛈,takri_digit
𑛉,takri_digit
𑜰,ahom_digit
𑜱,ahom_digit
𑜲,ahom_digit
𑜳,ahom_digit
𑜴,ahom_digit
𑜵,ahom_digit
𑜶,ahom_digit
𑜷,ahom_digit
𑜸,ahom_digit
𑜹,ahom_digit
𑣠,warang_citi_digit
𑣡,warang_citi_digit
𑣢,warang_citi_digit
𑣣,warang_citi_digit
𑣤,warang_citi_digit
𑣥,warang_citi_digit
𑣦,warang_citi_digit
𑣧,warang_citi_digit
𑣨,warang_citi_digit
𑣩,warang_citi_digit
𑥐,dives_akuru_digit
𑥑,dives_akuru_digit
𑥒,dives_akuru_digit
𑥓,dives_akuru_digit
𑥔,dives_akuru_digit
𑥕,dives_akuru_digit
𑥖,dives_akuru_digit
𑥗,dives_akuru_digit
𑥘,dives_akuru_digit
𑥙,dives_akuru_digit
𑱐,bhaiksuki_digit
𑱑,bhaiksuki_digit
𑱒,bhaiksuki_digit
𑱓,bhaiksuki_digit
𑱔,bhaiksuki_digit
𑱕,bhaiksuki_digit
𑱖,bhaiksuki_digit
𑱗,bhaiksuki_digit
𑱘,bhaiksuki_digit
𑱙,bhaiksuki_digit
𑵐,masaram_gondi_digit
𑵑,masaram_gondi_digit
𑵒,masaram_gondi_digit
𑵓,masaram_gondi_digit
𑵔,masaram_gondi_digit
𑵕,masaram_gondi_digit
𑵖,masaram_gondi_digit
𑵗,masaram_gondi_digit
𑵘,masaram_gondi_digit
𑵙,masaram_gondi_digit
𑶠,gunjala_gondi_digit
𑶡,gunjala_gondi_digit
𑶢,gunjala_gondi_digit
𑶣,gunjala_gondi_digit
𑶤,gunjala_gondi_digit
𑶥,gunjala_gondi_digit
𑶦,gunjala_gondi_digit
𑶧,gunjala_gondi_digit
𑶨,gunjala_gondi_digit
𑶩,gunjala_gondi_digit
𑽐,kawi_digit
𑽑,kawi_digit
𑽒,kawi_digit
𑽓,kawi_digit
𑽔,kawi_digit
𑽕,kawi_digit
𑽖,kawi_digit
𑽗,kawi_digit
𑽘,kawi_digit
𑽙,kawi_digit
𖩠,mro_digit
𖩡,mro_digit
𖩢,mro_digit
𖩣,mro_digit
𖩤,mro_digit
𖩥,mro_digit
𖩦,mro_digit
𖩧,mro_digit
𖩨,mro_digit
𖩩,mro_digit
𖫀,tangsa_digit
𖫁,tangsa_digit
𖫂,tangsa_digit
𖫃,tangsa_digit
𖫄,tangsa_digit
𖫅,tangsa_digit
𖫆,tangsa_digit
𖫇,tangsa_digit
𖫈,tangsa_digit
𖫉,tangsa_digit
𖭐,pahawh_hmong_digit
𖭑,pahawh_hmong_digit
𖭒,pahawh_hmong_digit
𖭓,pahawh_hmong_digit
𖭔,pahawh_hmong_digit
𖭕,pahawh_hmong_digit
𖭖,pahawh_hmong_digit
𖭗,pahawh_hmong_digit
𖭘,pahawh_hmong_digit
𖭙,pahawh_hmong_digit
𝟎,mathematical_bold_digit
𝟏,mathematical_bold_digit
𝟐,mathematical_bold_digit
𝟑,mathematical_bold_digit
𝟒,mathematical_bold_digit
𝟓,mathematical_bold_digit
𝟔,mathematical_bold_digit
𝟕,mathematical_bold_digit
𝟖,mathematical_bold_digit
𝟗,mathematical_bold_digit
𝟘,mathematical_double-struck_digit
𝟙,mathematical_double-struck_digit
𝟚,mathematical_double-struck_digit
𝟛,mathematical_double-struck_digit
𝟜,mathematical_double-struck_digit
𝟝,mathematical_double-struck_digit
𝟞,mathematical_double-struck_digit
𝟟,mathematical_double-struck_digit
𝟠,mathematical_double-struck_digit
𝟡,mathematical_double-struck_digit
𝟢,mathematical_sans-serif_digit
𝟣,mathematical_sans-serif_digit
𝟤,mathematical_sans-serif_digit
𝟥,mathematical_sans-serif_digit
𝟦,mathematical_sans-serif_digit
𝟧,mathematical_sans-serif_digit
𝟨,mathematical_sans-serif_digit
𝟩,mathematical_sans-serif_digit
𝟪,mathematical_sans-serif_digit
𝟫,mathematical_sans-serif_digit
𝟬,mathematical_sans-serif_bold_digit
𝟭,mathematical_sans-serif_bold_digit
𝟮,mathematical_sans-serif_bold_digit
𝟯,mathematical_sans-serif_bold_digit
𝟰,mathematical_sans-serif_bold_digit
𝟱,mathematical_sans-serif_bold_digit
𝟲,mathematical_sans-serif_bold_digit
𝟳,mathematical_sans-serif_bold_digit
𝟴,mathematical_sans-serif_bold_digit
𝟵,mathematical_sans-serif_bold_digit
𝟶,mathematical_monospace_digit
𝟷,mathematical_monospace_digit
𝟸,mathematical_monospace_digit
𝟹,mathematical_monospace_digit
𝟺,mathematical_monospace_digit
𝟻,mathematical_monospace_digit
𝟼,mathematical_monospace_digit
𝟽,mathematical_monospace_digit
𝟾,mathematical_monospace_digit
𝟿,mathematical_monospace_digit
𞅀,nyiakeng_puachue_hmong_digit
𞅁,nyiakeng_puachue_hmong_digit
𞅂,nyiakeng_puachue_hmong_digit
𞅃,nyiakeng_puachue_hmong_digit
𞅄,nyiakeng_puachue_hmong_digit
𞅅,nyiakeng_puachue_hmong_digit
𞅆,nyiakeng_puachue_hmong_digit
𞅇,nyiakeng_puachue_hmong_digit
𞅈,nyiakeng_puachue_hmong_digit
𞅉,nyiakeng_puachue_hmong_digit
𞋰,wancho_digit
𞋱,wancho_digit
𞋲,wancho_digit
𞋳,wancho_digit
𞋴,wancho_digit
𞋵,wancho_digit
𞋶,wancho_digit
𞋷,wancho_digit
𞋸,wancho_digit
𞋹,wancho_digit
𞓰,nag_mundari_digit
𞓱,nag_mundari_digit
𞓲,nag_mundari_digit
𞓳,nag_mundari_digit
𞓴,nag_mundari_digit
𞓵,nag_mundari_digit
𞓶,nag_mundari_digit
𞓷,nag_mundari_digit
𞓸,nag_mundari_digit
𞓹,nag_mundari_digit
𞥐,adlam_digit
𞥑,adlam_digit
𞥒,adlam_digit
𞥓,adlam_digit
𞥔,adlam_digit
𞥕,adlam_digit
𞥖,adlam_digit
𞥗,adlam_digit
𞥘,adlam_digit
𞥙,adlam_digit
🯰,segmented_digit
🯱,segmented_digit
🯲,segmented_digit
🯳,segmented_digit
🯴,segmented_digit
🯵,segmented_digit
🯶,segmented_digit
🯷,segmented_digit
🯸,segmented_digit
🯹,segmented_digit
